Organism_Name,Group name,Domain/Realm name,Kingdom name,Phylum name,Class name,Order name,Family name,Genus name,Species taxid,acc,query,tar_tco,full_e_tco,full_score_tco,full_bias_tco,dom_e_tco,dom_score_tco,dom_bias_tco,tar_RAPTOR,full_e_RAPTOR,full_score_RAPTOR,full_bias_RAPTOR,dom_e_RAPTOR,dom_score_RAPTOR,dom_bias_RAPTOR,ProteinPresence
Orbilia oligospora,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,2813651,GCA_011066605.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAF3083901.1,0,1532.7,0,0,1532,0,RAPTOR Only
Orbilia oligospora,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,2813651,GCA_011066695.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAF3138434.1,0,1532.7,0,0,1532,0,RAPTOR Only
Orbilia oligospora,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,2813651,GCA_011066715.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAF3161941.1,0,1532.3,0,0,1531.7,0,RAPTOR Only
Orbilia oligospora,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,2813651,GCA_011066735.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAF3241877.1,0,1532.3,0,0,1531.7,0,RAPTOR Only
Orbilia oligospora,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,2813651,GCA_011066745.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAF3262649.1,0,1532.3,0,0,1531.7,0,RAPTOR Only
Orbilia oligospora,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,2813651,GCA_011066795.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAF3186025.1,0,1532.3,0,0,1531.7,0,RAPTOR Only
Orbilia oligospora,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,2813651,GCA_011066875.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAF3188763.1,0,1530,0,0,1529.3,0,RAPTOR Only
Orbilia oligospora,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,2813651,GCA_011066885.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAF3219145.1,0,1530,0,0,1529.3,0,RAPTOR Only
Orbilia oligospora,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,2813651,GCA_011066905.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAF3215812.1,0,1530,0,0,1529.3,0,RAPTOR Only
Orbilia oligospora,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,2813651,GCA_011066925.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAF3214596.1,0,1530,0,0,1529.3,0,RAPTOR Only
Orbilia oligospora,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,2813651,GCA_011066985.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAF3234539.1,0,1530,0,0,1529.3,0,RAPTOR Only
Orbilia oligospora,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,2813651,GCA_011067015.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAF3295865.1,0,1532.3,0,0,1531.7,0,RAPTOR Only
Orbilia oligospora,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,2813651,GCA_011068445.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAF3315029.1,0,1532.2,0,0,1531.6,0,RAPTOR Only
Colletotrichum scovillei,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,1209932,GCA_011075155.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAF4779683.1,0,1494.1,0,0,1494.1,0,RAPTOR Only
Talaromyces pinophilus,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,128442,GCA_011392495.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAF3393485.1,0,1526.7,0.9,0,1526.4,0.9,RAPTOR Only
Penicillium rolfsii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,69785,GCA_011392555.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAF3386119.1,0,1498.5,0,0,1497.6,0,RAPTOR Only
Botryosphaeria dothidea,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeria,55169,GCA_011503125.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAF4309451.1,0,1523.3,0.1,0,1522.9,0.1,RAPTOR Only
Arthroderma uncinatum,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Arthroderma,74035,GCA_011692745.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAF3490900.1,0,1491.6,0.4,0,1491.2,0.4,RAPTOR Only
Cryphonectria parasitica EP155,NA,NA,NA,NA,NA,NA,NA,NA,660469,GCA_011745365.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAF3765143.1,0,1462.5,0.2,0,1462.2,0.2,RAPTOR Only
Cladosporium halotolerans,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,1052096,GCA_011745625.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAL1583921.1,0,1396.3,0,0,1395.9,0,RAPTOR Only
Rhizopus microsporus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,58291,GCA_011762625.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1200912.1,0,1469.1,8,0,1468.8,8,RAPTOR Only
Rhizopus microsporus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,58291,GCA_011762635.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1178346.1,0,1469.1,8,0,1468.8,8,RAPTOR Only
Rhizopus microsporus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,58291,GCA_011763475.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1212832.1,0,1469.1,8,0,1468.8,8,RAPTOR Only
Rhizopus microsporus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,58291,GCA_011763565.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1234081.1,0,1427.2,8.5,0,1426.8,8.5,RAPTOR Only
Rhizopus delemar,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,936053,GCA_011763585.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1459520.1,0,1480.6,6.8,0,1480.3,6.8,RAPTOR Only
Rhizopus delemar,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,936053,GCA_011763695.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1497856.1,0,1480.6,6.8,0,1480.3,6.8,RAPTOR Only
Rhizopus delemar,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,936053,GCA_011763715.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1511569.1,0,1480.6,6.8,0,1480.3,6.8,RAPTOR Only
Rhizopus delemar,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,936053,GCA_011763735.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1527231.1,0,1480.6,6.8,0,1480.3,6.8,RAPTOR Only
Rhizopus delemar,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,936053,GCA_011763755.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1585825.1,0,1480.6,6.8,0,1480.3,6.8,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011763775.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1544177.1,0,1480.6,6.8,0,1480.3,6.8,RAPTOR Only
Rhizopus delemar,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,936053,GCA_011763795.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1561193.1,0,1480.6,6.8,0,1480.3,6.8,RAPTOR Only
Rhizopus delemar,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,936053,GCA_011763815.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1571098.1,0,1480.6,6.8,0,1480.3,6.8,RAPTOR Only
Rhizopus delemar,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,936053,GCA_011763835.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1597174.1,0,1480.6,6.8,0,1480.3,6.8,RAPTOR Only
Rhizopus delemar,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,936053,GCA_011763855.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1640485.1,0,1480.6,6.8,0,1480.3,6.8,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011763875.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1629962.1,0,1480.6,6.8,0,1480.3,6.8,RAPTOR Only
Rhizopus delemar,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,936053,GCA_011763895.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1618544.1,0,1480.6,6.8,0,1480.3,6.8,RAPTOR Only
Rhizopus delemar,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,936053,GCA_011763915.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1056672.1,0,1480.7,6.7,0,1480.4,6.7,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011763935.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1138577.1,0,1471.9,3.1,0,1471.5,3.1,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011763955.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1153381.1,0,1477.6,4.9,0,1477.3,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011763975.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1188224.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011763995.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG0747153.1,0,1475.2,4.5,0,1474.9,4.5,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011764025.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1308487.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus microsporus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,58291,GCA_011764045.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1266355.1,0,1427.2,8.5,0,1426.8,8.5,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011764055.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1280786.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011764125.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1356490.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus delemar,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,936053,GCA_011764145.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1424226.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011764185.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1479227.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011764225.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG0801235.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011764265.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1230927.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Colletotrichum gloeosporioides,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,474922,GCA_011800055.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAF3797339.1,0,1490.1,0.1,0,1489.4,0.1,RAPTOR Only
Suillus brevipes Sb2,NA,NA,NA,NA,NA,NA,NA,NA,1400700,GCA_011800875.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG2743695.1,0,1237.5,0,0,1237.1,0,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011800955.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1006947.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011800985.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG0996116.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011801035.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1022642.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011801055.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1037258.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011801305.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG0815404.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011801335.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG0763494.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011801385.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG0790335.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011801495.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG0854116.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011801505.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG0839676.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011801555.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG0882022.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011801575.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG0869170.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011801605.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG0831707.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011801645.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1070995.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011801675.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1378590.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011801705.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1422539.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011801725.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1401561.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011801785.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1294483.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011801815.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1351571.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Colletotrichum karsti,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,1095194,GCA_011947395.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAF9879393.1,0,1497.5,0.1,0,1496.9,0.1,RAPTOR Only
Colletotrichum camelliae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,538528,GCA_011947485.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAH0424536.1,0,1490.9,0.1,0,1490.1,0.1,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011950945.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1101621.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011950985.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG0899799.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011951285.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG0910028.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011951295.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG1113112.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011952045.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG0949061.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011952115.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG0965126.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011952145.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG0939504.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Rhizopus arrhizus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,64495,GCA_011952175.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG0988155.1,0,1476.3,4.9,0,1476,4.9,RAPTOR Only
Trichophyton interdigitale,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton,101480,GCA_012182645.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG5204481.1,0,1493.4,0.1,0,1492.8,0.1,RAPTOR Only
Trichophyton interdigitale,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton,101480,GCA_012182655.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG5216703.1,0,1493.4,0.1,0,1492.8,0.1,RAPTOR Only
Dactylella cylindrospora,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylella,1814901,GCA_012184295.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAF3941315.1,0,1541.4,0,0,1541,0,RAPTOR Only
Orbilia brochopaga,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,3140254,GCA_012184305.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAF3912670.1,0,1456.5,0,0,1456,0,RAPTOR Only
Arthrobotrys entomopaga,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,321852,GCA_012184315.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAF3915731.1,0,1521.9,0,0,1521.4,0,RAPTOR Only
Dactylellina cionopaga,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylellina,47266,GCA_012184355.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAF3930265.1,0,1522.7,0,0,1522.1,0,RAPTOR Only
Penicillium digitatum,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,36651,GCA_012295545.2,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAG0159483.1,3.499999999999999e-239,796.2,2,4.299999999999999e-239,795.9,2,RAPTOR Only
